name,objID,ra,dec,run,rerun,camcol,field,rowC,colC,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1237649961385787671_r,5.87724E+17,60.09490781,-6.62438679,1045,40,1,173,639.778931,1820.41626,GALAXY,18.161465,16.989649,16.512787,16.244589,15.996331,18.577087,17.549068,17.186726,17.036596,16.431524
1237649961386639530_r,5.87724E+17,62.1223841,-6.43679825,1045,40,1,186,1313.2157,868.085022,GALAXY,18.30125,16.954781,16.261837,15.855541,15.599026,18.217863,16.913101,16.263834,15.898815,15.66117
1237649962993516725_r,5.87724E+17,53.41958583,-6.35655466,1045,40,4,129,1127.82568,1004.14337,GALAXY,18.776005,17.321873,16.525431,16.115225,15.798496,18.389118,17.323334,16.66116,16.307077,16.034657
1237650369944420473_r,5.87725E+17,178.4618525,-2.97125458,1140,40,2,171,242.496735,1345.93115,GALAXY,18.590612,17.074167,16.181379,15.7775,15.488772,18.797153,17.366716,16.61462,16.262587,16.253389
1237650369944944836_r,5.87725E+17,179.7900104,-2.92877641,1140,40,2,179,1410.25647,1785.63025,GALAXY,18.203339,17.061449,16.494146,16.113962,15.935613,18.393721,17.277903,16.757805,16.437046,16.489014
1237650369946714234_r,5.87725E+17,183.7149834,-3.01116881,1140,40,2,206,298.214355,1123.56372,GALAXY,18.506357,17.026232,16.310173,15.894195,15.622024,18.410685,16.972113,16.350349,15.975677,15.754716
1237650370478014631_r,5.87725E+17,171.0043246,-2.47551997,1140,40,3,121,542.155579,1513.16113,GALAXY,19.639307,17.705868,16.743786,16.23554,15.878459,19.4494,17.869001,17.068594,16.579651,16.284794
1237650370480570579_r,5.87725E+17,176.8614537,-2.61643326,1140,40,3,160,664.523376,676.441772,GALAXY,18.575846,17.118118,16.35178,15.9389,15.622727,18.513584,17.082899,16.362654,15.953996,15.688478
1237650370486206541_r,5.87725E+17,189.7216077,-2.69007158,1140,40,3,246,398.367157,156.907501,GALAXY,18.219603,16.870466,16.191584,15.806758,15.537052,18.092228,16.878376,16.266102,15.892402,15.673285
1237650371017834723_r,5.87725E+17,177.7999328,-2.09219299,1140,40,4,166,993.369263,1675.49194,GALAXY,19.094601,17.74967,16.899931,16.469122,16.139427,19.185909,17.893404,17.110348,16.746687,16.458694
1237650371018293352_r,5.87725E+17,178.8360467,-2.14143765,1140,40,4,173,881.767456,1275.49365,GALAXY,18.680857,17.001369,16.162498,15.753933,15.459946,18.280746,16.851881,16.195677,15.821931,15.946233
1237650371024388222_r,5.87725E+17,192.7313762,-2.22927858,1140,40,4,266,532.032532,399.493164,GALAXY,18.189955,16.77507,16.083429,15.689724,15.429221,18.185289,16.866257,16.272705,15.959224,15.705477
1237650760245051580_r,5.87725E+17,184.5757921,-3.68605213,1231,40,1,102,1148.30945,708.518311,GALAXY,18.455837,17.323162,16.718668,16.359457,16.139597,18.465036,17.27791,16.692966,16.350389,16.237625
1237650760246100072_r,5.87725E+17,186.9092485,-3.65076177,1231,40,1,118,545.375183,1017.31641,GALAXY,18.434353,17.333145,16.769913,16.33032,16.183699,18.652191,17.600544,17.057371,16.719221,16.727564
1237650760780939372_r,5.87725E+17,182.2471245,-3.33004934,1231,40,2,87,428.791656,101.977417,GALAXY,18.793503,17.200809,16.36828,15.94121,15.616291,18.817789,17.389881,16.652502,16.279512,16.017639
1237650760786444498_r,5.87725E+17,194.8086885,-3.29063171,1231,40,2,171,112.74823,157.63649,GALAXY,18.530577,17.15214,16.520702,16.16127,15.998096,18.50042,17.158302,16.580458,16.305481,16.270678
1237650760787886330_r,5.87725E+17,198.2019929,-3.14129741,1231,40,2,193,979.955872,1246.97449,GALAXY,17.679016,16.59293,16.240904,15.963972,15.862877,17.956541,16.918726,16.641586,16.406719,16.56525
1237650761318793432_r,5.87725E+17,184.5693567,-2.70718439,1140,40,3,211,1248.81787,77.94976,GALAXY,17.893843,16.640228,16.124784,15.783587,15.557935,17.686468,16.493204,16.044678,15.755212,15.657817
1237650761320235167_r,5.87725E+17,187.8224322,-2.73824843,1231,40,3,124,684.134766,1667.23853,GALAXY,18.79431,17.575447,16.968159,16.607763,16.390701,18.50491,17.558908,16.996616,16.667475,16.595022
1237650761322987759_r,5.87725E+17,194.1774333,-2.87105484,1231,40,3,166,1215.51794,198.263306,GALAXY,18.959171,17.623455,16.937176,16.565567,16.338789,18.931799,17.617365,16.999313,16.64855,16.551928
1237650761853763725_r,5.87725E+17,180.1772972,-2.36751401,1231,40,4,73,664.297668,1166.7002,GALAXY,19.163689,17.457729,16.599838,16.15123,15.781201,18.857601,17.327038,16.503315,16.07806,15.804158
1237650761855664298_r,5.87725E+17,184.5429757,-2.37614132,1231,40,4,102,846.482056,1169.05151,GALAXY,18.637592,17.06847,16.306822,15.910652,15.606661,18.36034,17.027998,16.316521,15.924593,15.654313
1237650761857958063_r,5.87725E+17,189.825595,-2.43953401,1231,40,4,137,1189.44531,513.948425,GALAXY,18.006708,16.770866,16.181143,15.82365,15.607176,17.86557,16.681475,16.148752,15.841072,15.701478
1237650761859268838_r,5.87725E+17,192.8403998,-2.37952515,1231,40,4,157,1351.65967,928.390564,GALAXY,18.956324,17.458668,16.685617,16.297966,16.039608,18.802549,17.418858,16.703333,16.339771,16.063568
1237650762392207472_r,5.87725E+17,183.7741644,-2.00208869,1231,40,5,97,665.706299,750.484619,GALAXY,18.466507,16.970583,16.189238,15.764981,15.489555,18.270657,16.968781,16.210119,15.831263,15.659705
1237650762924490851_r,5.87725E+17,173.2867459,-1.53433319,1231,40,6,27,620.612061,717.628357,GALAXY,18.410961,16.916988,16.214682,15.787208,15.468943,18.191961,16.857931,16.212597,15.793869,15.523994
1237650762934976698_r,5.87725E+17,197.2828302,-1.59571687,1231,40,6,187,932.967468,114.270073,GALAXY,18.268749,17.192633,16.751801,16.410362,16.242641,18.45187,17.219946,16.873472,16.550535,16.465818
1237650795144020174_r,5.87725E+17,140.9749879,-0.68262729,1239,40,2,138,237.595001,1487.82483,GALAXY,18.231409,16.972132,16.327576,15.970079,15.686457,18.386051,17.084185,16.522203,16.212664,15.969881
1237650796213633149_r,5.87725E+17,131.6019758,0.02802721,1239,40,4,75,765.434265,320.735229,GALAXY,18.645926,17.51165,17.070915,16.750912,16.599331,18.651775,17.41041,16.997639,16.639971,16.663675
1237650796214092148_r,5.87725E+17,132.5756306,0.05941447,1239,40,4,82,89.974335,605.984192,GALAXY,18.524666,17.327396,16.925028,16.658869,16.444967,18.462807,17.230623,16.882629,16.656605,16.316591
1237650796219596962_r,5.87725E+17,145.2187767,0.14704188,1239,40,4,166,708.046265,1399.69214,GALAXY,19.018318,17.510132,16.709419,16.315117,16.003075,18.74992,17.385855,16.680859,16.309931,16.092663
1237650796219728046_r,5.87725E+17,145.4713404,0.15519805,1239,40,4,168,281.75351,1473.84851,GALAXY,19.210775,17.917051,17.131243,16.646576,16.371393,19.532984,18.023323,17.269165,16.838011,16.612991
1237650796751356289_r,5.87725E+17,133.5840087,0.62015958,1239,40,5,88,1089.15833,1889.4115,GALAXY,18.420698,17.206314,16.519482,16.138687,15.834609,18.484507,17.47595,16.85313,16.535025,16.362564
1237650796755091627_r,5.87725E+17,142.0569585,0.60478471,1239,40,5,145,543.692993,1748.1748,GALAXY,18.210033,16.691013,16.126268,15.83933,15.648177,18.224421,16.637154,16.15477,15.92849,15.916815
1237651065735545033_r,5.88007E+17,151.3969563,60.07728831,1345,41,2,255,710.688599,451.484497,GALAXY,18.410534,17.215263,16.462324,16.005297,15.73951,18.796865,17.473267,16.716908,16.31159,16.143024
1237651066277593241_r,5.87729E+17,174.9340073,64.54899833,2189,40,3,69,1237.05103,971.71814,GALAXY,24.842323,16.694849,16.058506,15.694041,15.451033,23.325994,16.664015,16.08613,15.740753,15.605126
1237651066810859652_r,5.88007E+17,157.1769882,62.49209265,1345,41,4,279,566.127808,582.656494,GALAXY,18.442694,17.284843,16.946598,16.690958,16.636889,18.395704,17.137335,16.899767,16.765781,16.955851
1237651066814726276_r,5.87729E+17,176.236617,65.04213429,2189,40,4,74,84.748398,841.569214,GALAXY,18.361654,17.121489,16.560137,16.237413,16.094999,18.246534,17.102602,16.621214,16.28451,16.234989
1237651067352252634_r,5.87729E+17,179.7675387,65.67926743,2189,40,5,84,414.258514,1304.2207,GALAXY,18.319767,16.876354,16.104483,15.691421,15.412733,18.545845,17.257433,16.511894,16.157696,16.037746
1237651067355988138_r,5.88007E+17,200.3869808,64.98382273,1345,41,5,405,835.673889,1348.23547,GALAXY,19.068083,17.813169,17.041431,16.662807,16.393812,19.14616,17.74099,17.057909,16.732462,16.542618
1237651190281797748_r,5.87725E+17,126.4564474,47.17441721,1331,40,2,150,924.947693,1668.27576,GALAXY,17.250536,16.807829,16.167223,15.683531,15.413915,17.393898,16.6733,16.028521,15.587464,15.428123
1237651190818078964_r,5.87725E+17,124.7407004,46.35626655,1331,40,3,141,687.123718,1537.11279,GALAXY,18.632923,17.151587,16.240917,15.805326,15.503975,18.179422,17.068058,16.251667,15.86527,15.694962
1237651190821748896_r,5.87725E+17,133.3587897,52.58503299,1331,40,3,197,514.194153,712.911072,GALAXY,18.362968,17.080114,16.438808,16.05925,15.840449,18.46973,17.315365,16.735601,16.360327,16.280859
1237651190822207640_r,5.87725E+17,134.4792727,53.35885539,1331,40,3,204,296.862091,1375.32629,GALAXY,18.15159,16.779144,16.08345,15.739371,15.465486,17.915359,16.759157,16.156164,15.862328,15.598428
1237651190822273128_r,5.87725E+17,134.8024604,53.4239722,1331,40,3,205,604.268738,576.262268,GALAXY,18.038731,17.099909,16.682705,16.37536,16.267649,18.004995,17.066605,16.648415,16.35512,16.301046
1237651190824960239_r,5.87725E+17,143.0448024,57.51583169,1331,40,3,246,1193.55896,1014.03119,GALAXY,18.410589,17.13192,16.50139,16.146469,15.893955,18.012968,17.073677,16.517757,16.183155,15.983126
1237651191353246029_r,5.87725E+17,121.1529072,43.46185268,1331,40,4,115,1171.44153,446.365082,GALAXY,18.838608,17.393265,16.718756,16.34169,16.127069,18.782593,17.400198,16.777601,16.418728,16.260767
1237651191360127059_r,5.87725E+17,137.0292838,55.27880019,1331,40,4,220,330.003143,967.15863,GALAXY,17.878017,16.628363,16.2155,15.948579,15.78119,17.775896,16.639027,16.26947,16.032089,16.016241
1237651191361044686_r,5.87725E+17,139.9600015,56.72208559,1331,40,4,234,1125.20398,1057.82532,GALAXY,18.638098,17.408308,16.809999,16.355543,16.16004,18.585743,17.455206,16.846222,16.386227,16.339859
1237651191890313546_r,5.87725E+17,120.9713925,44.00938515,1331,40,5,118,448.530212,492.836426,GALAXY,18.687674,17.315149,16.716597,16.374321,16.141262,18.948532,17.292656,16.749258,16.45553,16.199924
1237651191892082886_r,5.87725E+17,124.3659332,47.26361029,1331,40,5,145,309.705078,820.054077,GALAXY,18.492811,17.285706,16.705379,16.368124,16.168766,18.528326,17.35029,16.755493,16.419313,16.354195
1237651191896277246_r,5.87725E+17,134.6398722,54.50469572,1331,40,5,209,1382.59839,596.418701,GALAXY,18.813084,17.391397,16.658039,16.220636,15.938376,18.624186,17.27953,16.559071,16.131929,15.875669
1237651192432492651_r,5.87725E+17,132.1476724,53.69252466,1331,40,6,199,395.996918,1020.87598,GALAXY,18.578733,17.13604,16.259289,15.756568,15.43225,18.46096,17.309021,16.523106,16.029186,15.799124
1237651192433672499_r,5.87725E+17,135.5719924,55.62406888,1331,40,6,217,1046.06519,749.407898,GALAXY,19.565994,17.678635,16.942326,16.59683,16.371904,19.689098,17.714888,17.019646,16.755632,16.653549
1237651203694985322_r,5.88849E+17,199.5559603,-0.14821349,756,44,3,559,1114.56531,628.777649,GALAXY,17.868546,16.842279,16.522602,16.302023,16.186234,17.850117,16.823982,16.47509,16.307646,16.24984
1237651204231725187_r,5.88849E+17,199.1872619,0.38699208,756,44,4,557,479.132172,1678.9043,GALAXY,18.853558,17.548904,16.789751,16.356012,16.062784,18.973463,17.517124,16.725151,16.299389,16.08992
1237651211213275463_r,5.87725E+17,256.2952734,58.69479994,1336,40,1,51,1100.11011,1405.99585,GALAXY,18.255413,17.041553,16.500492,16.110033,15.937383,17.978638,16.971375,16.511696,16.113123,16.142593
1237651211749359845_r,5.87725E+17,255.5160049,60.54984415,1336,40,2,39,423.058228,424.454224,GALAXY,18.071856,16.760548,16.194103,15.900578,15.684298,18.147926,16.772776,16.265894,15.961892,15.830256
1237651211749949752_r,5.87725E+17,256.6358326,59.23390288,1336,40,2,48,1175.46204,833.649048,GALAXY,17.908329,16.713863,16.201626,15.850731,15.636287,17.760019,16.670719,16.21591,15.8861,15.681184
1237651211750408351_r,5.87725E+17,257.5136231,58.2719984,1336,40,2,55,1287.57947,1658.54883,GALAXY,19.625668,17.797436,16.988855,16.567032,16.242601,19.348993,17.630484,16.904882,16.538561,16.243084
1237651211752571130_r,5.87725E+17,260.2956679,53.66910747,1336,40,2,88,541.348938,1510.53125,GALAXY,18.685635,17.282986,16.579924,16.187159,15.86452,18.485435,17.26516,16.616823,16.253288,16.049809
1237651212287017484_r,5.87725E+17,257.6098855,58.94211182,1336,40,3,51,1161.73315,358.788513,GALAXY,19.115065,17.614887,16.738976,16.292675,16.020145,19.022858,17.575886,16.802898,16.392332,16.139326
1237651212287869168_r,5.87725E+17,258.9841225,57.23796202,1336,40,3,64,273.174988,1442.77478,GALAXY,18.831259,17.307545,16.58972,16.23518,15.996662,18.986521,17.415617,16.724915,16.376345,16.171719
1237651213897171320_r,5.87725E+17,259.2914003,60.34912271,1336,40,6,44,1149.97119,422.480591,GALAXY,19.602192,18.179356,17.016575,16.525967,16.173515,19.497604,18.444132,17.462452,17.047186,16.639679
1237651224635506990_r,5.87726E+17,257.3222558,57.87668746,1339,40,2,58,775.129883,1463.9209,GALAXY,18.383884,17.050987,16.482233,16.150652,15.967803,18.549623,17.071449,16.558563,16.297703,16.121038
1237651225172640045_r,5.87726E+17,258.5301545,57.47742467,1339,40,3,62,724.225708,1953.73901,GALAXY,18.565338,16.939182,16.260485,15.93027,15.640696,18.554283,16.922653,16.233809,15.897129,15.691748
1237651225174147471_r,5.87726E+17,260.3281112,54.24710279,1339,40,3,85,181.187775,1368.47693,GALAXY,19.373398,17.983402,16.915747,16.432665,16.095387,19.240545,18.218723,17.331934,16.918905,16.796274
1237651225174213028_r,5.87726E+17,260.4287788,53.99181895,1339,40,3,86,1194.60376,1175.98474,GALAXY,19.206486,17.579224,16.728649,16.31987,16.051905,18.636686,17.321672,16.638147,16.284546,16.122433
1237651225709838692_r,5.87726E+17,259.3966212,56.7750226,1339,40,4,67,1340.01233,124.491852,GALAXY,18.416649,17.129551,16.406254,16.06381,15.886927,18.564857,17.2295,16.480825,16.316067,16.301537
1237651249875321080_r,5.88007E+17,132.4862595,51.1575526,1345,41,1,163,244.682465,894.346497,GALAXY,18.677614,17.363504,16.777348,16.413939,16.200699,18.781832,17.368107,16.815321,16.488213,16.400869
1237651249892229274_r,5.88007E+17,204.6537618,62.76245934,1345,41,1,421,1008.95721,1847.01245,GALAXY,18.444099,17.079773,16.612038,16.307543,16.157604,18.244186,17.081511,16.670097,16.360397,16.261965
1237651249893081376_r,5.88007E+17,208.5399625,61.94335744,1345,41,1,434,1255.2605,296.885529,GALAXY,18.710737,17.26774,16.559137,16.093483,15.875212,18.602903,17.242922,16.644314,16.228037,16.106558
1237651249902256370_r,5.88007E+17,239.7517577,49.81021779,1345,41,1,575,67.519905,1926.20398,GALAXY,18.099819,16.7994,16.284145,15.998969,15.849278,17.969698,16.698917,16.222698,15.949759,15.868321
1237651250406031553_r,5.88007E+17,119.2021834,40.54303536,1345,41,2,69,629.14917,1832.40186,GALAXY,18.95644,17.487743,16.682779,16.263662,15.912315,18.466522,17.288393,16.615786,16.232656,15.977289
1237651250408259745_r,5.88007E+17,123.3035899,44.57154616,1345,41,2,103,114.045486,846.444092,GALAXY,18.564022,17.191437,16.539192,16.160971,15.893379,18.60817,17.165045,16.536478,16.182299,16.03446
1237651250409898176_r,5.88007E+17,126.7012886,47.63490303,1345,41,2,128,1213.89685,1293.21228,GALAXY,18.7213,17.311857,16.542686,16.134123,15.915521,18.884426,17.570377,16.925379,16.556292,16.459347
1237651250439717040_r,5.88007E+17,241.4121749,49.12626148,1345,41,2,583,341.621735,1314.63928,GALAXY,18.873726,17.228615,16.472239,16.10631,15.832702,18.800833,17.184111,16.470543,16.119104,15.925176
1237651250948079652_r,5.88007E+17,129.1403951,50.07525631,1345,41,3,148,337.523682,778.782776,GALAXY,19.076025,17.588682,16.86306,16.470089,16.185349,18.898598,17.591034,16.915888,16.559166,16.341848
1237651250949455963_r,5.88007E+17,132.4975049,52.39233986,1345,41,3,169,192.005707,1020.63287,GALAXY,18.196901,17.052061,16.630108,16.363815,16.234724,18.398088,17.354525,17.09342,16.940565,16.990631
1237651250951946376_r,5.88007E+17,139.8912684,56.27859873,1345,41,3,207,1181.69971,121.636276,GALAXY,19.002661,17.330572,16.549606,16.158751,15.888953,18.945709,17.578712,16.959362,16.63574,16.524212
1237651250968789175_r,5.88007E+17,217.6729522,60.8366506,1345,41,3,464,631.15332,546.14447,GALAXY,19.163746,17.770947,16.999275,16.620684,16.31735,19.067873,17.706583,16.982613,16.615303,16.325834
1237651250969641095_r,5.88007E+17,220.9980368,59.8764287,1345,41,3,477,247.79277,685.882385,GALAXY,18.539734,17.111528,16.509789,16.173872,15.938476,18.269127,17.068798,16.564884,16.264229,16.120605
1237651250973966448_r,5.88007E+17,235.2497565,53.75879444,1345,41,3,543,226.378067,1038.24304,GALAXY,19.280369,17.814562,16.990946,16.609079,16.356178,19.014025,17.803949,17.009052,16.640224,16.390936
1237651250974556445_r,5.88007E+17,236.8645708,52.67535507,1345,41,3,552,1155.89172,247.804855,GALAXY,17.970009,16.82819,16.306704,15.928505,15.71636,17.642931,16.582119,16.159153,15.842126,15.710293
1237651250976653494_r,5.88007E+17,241.9963102,49.25903123,1345,41,3,584,329.335999,917.8927,GALAXY,18.598276,17.202551,16.424614,16.039484,15.763856,18.586256,17.29925,16.53224,16.148155,15.952955
1237651250977964292_r,5.88007E+17,244.9737368,46.8835323,1345,41,3,604,1272.04797,1179.08752,GALAXY,18.487249,16.984945,16.364342,15.975919,15.970011,18.354454,16.842262,16.358561,15.96223,16.199991
1237651250982814145_r,5.87729E+17,253.733919,37.88514891,2248,40,4,180,658.580566,88.63472,GALAXY,18.621447,17.422308,16.845121,16.501926,16.280336,18.792244,17.416405,16.838648,16.520226,16.350618
1237651251478266116_r,5.88007E+17,115.9117375,38.04851015,1345,41,4,46,282.339752,1167.12061,GALAXY,18.264765,16.982128,16.408215,16.08605,15.89532,18.334036,16.942389,16.466442,16.147047,16.069534
1237651251481477281_r,5.88007E+17,121.4248889,44.09825884,1345,41,4,95,284.27594,498.354553,GALAXY,18.709785,16.997936,16.269018,15.888283,15.541577,18.650368,16.898537,16.261305,15.871634,15.559445
1237651251489669199_r,5.88007E+17,141.8606552,57.87815056,1345,41,4,220,207.476761,1446.38391,GALAXY,18.29714,17.147764,16.769077,16.496859,16.352461,18.221128,17.121117,16.840586,16.569607,16.702795
1237651251491111027_r,5.88007E+17,147.1757648,59.82444666,1345,41,4,242,875.25946,1039.60291,GALAXY,18.621208,17.383909,16.849953,16.464725,16.254599,18.409796,17.305651,16.860683,16.486506,16.437054
1237651251502317675_r,5.88007E+17,202.7518185,64.25279016,1345,41,4,413,571.900574,1124.30334,GALAXY,18.798702,17.375103,16.699303,16.32959,16.10734,19.071232,17.370419,16.73192,16.374187,16.258135
1237651251502448793_r,5.88007E+17,203.5297244,64.2107112,1345,41,4,415,906.911499,1624.54187,GALAXY,18.416327,17.367435,17.004623,16.756104,16.902163,18.546495,17.329035,17.050138,16.853737,17.834871
1237651251503169667_r,5.88007E+17,206.8928542,63.60487267,1345,41,4,426,431.018036,603.961975,GALAXY,18.658756,17.410992,16.922905,16.604498,16.475407,18.549025,17.420771,16.989496,16.696905,16.623131
1237651251505201367_r,5.88007E+17,216.0873836,61.73492969,1345,41,4,457,165.363892,587.088318,GALAXY,18.699638,17.210028,16.434389,15.974053,15.692587,18.859283,17.177279,16.424885,16.007036,15.695585
1237651251509264538_r,5.88007E+17,231.19103,56.43051976,1345,41,4,519,920.878174,855.356262,GALAXY,18.143158,16.871979,16.267704,15.911063,15.667886,18.018654,16.817514,16.334539,15.979932,15.82167
1237651251512803587_r,5.88007E+17,240.9948997,50.7620956,1345,41,4,573,1139.07446,1631.11829,GALAXY,18.068821,16.840813,16.266335,15.925126,15.672402,17.847549,16.645313,16.166252,15.842844,15.705474
1237651251513721098_r,5.88007E+17,243.0072687,49.18683364,1345,41,4,587,614.607422,1267.61804,GALAXY,17.852972,16.675201,16.251579,16.023113,15.854371,17.883795,16.645552,16.242617,16.061495,16.084734
1237651251515424982_r,5.88007E+17,246.5885568,46.11300307,1345,41,4,613,743.05188,1070.29651,GALAXY,18.284197,17.070873,16.592203,16.336813,16.218719,18.36939,17.124481,16.659788,16.408939,16.35063
1237651251517522034_r,5.87729E+17,250.6229829,42.26285929,2248,40,5,147,440.841827,82.149208,GALAXY,18.10165,17.120636,16.839611,16.709822,16.733366,18.306902,17.250277,16.942556,17.065319,17.481054
1237651252018348084_r,5.88007E+17,120.7824235,44.44968977,1345,41,5,95,450.217499,1944.58667,GALAXY,19.017189,17.393288,16.69746,16.302319,16.051617,19.225069,17.385578,16.706888,16.362625,16.170589
1237651252020379838_r,5.88007E+17,124.9134014,48.0610049,1345,41,5,126,95.116264,774.344421,GALAXY,17.88398,16.745464,16.147898,15.792888,15.556957,17.810091,16.784729,16.207796,15.875895,15.690062
1237651252023984323_r,5.88007E+17,133.5777529,54.27630739,1345,41,5,181,185.824951,1199.3656,GALAXY,18.840414,17.028662,16.141844,15.750101,15.406412,18.592726,17.009624,16.229536,15.908038,15.584455
1237651252040171644_r,5.88007E+17,207.857214,63.98981472,1345,41,5,428,130.54422,1409.80042,GALAXY,18.570332,17.13636,16.346592,15.942948,15.608593,18.404753,17.143948,16.314466,15.933527,15.734624
1237651252042465374_r,5.88007E+17,218.4668372,61.73787316,1345,41,5,463,945.421631,1752.65588,GALAXY,18.414307,17.346066,17.014879,16.788939,16.69216,18.305172,17.299421,16.986235,16.780664,16.834248
1237651252043317357_r,5.88007E+17,221.8046336,60.71477589,1345,41,5,476,565.145813,1436.09521,GALAXY,18.079744,16.857265,16.328667,16.024643,15.820775,18.129841,16.853649,16.390249,16.096163,15.954063
1237651252047184064_r,5.88007E+17,234.8144156,55.13977112,1345,41,5,535,731.548584,842.893494,GALAXY,17.660378,16.534243,16.091133,15.843362,15.69533,17.606054,16.534605,16.112293,15.907191,15.878654
1237651252047315240_r,5.88007E+17,235.2667364,54.92945478,1345,41,5,537,1032.77258,1104.85181,GALAXY,18.832066,17.550459,16.884508,16.498583,16.274677,18.543734,17.439812,16.879414,16.53771,16.369476
1237651252048953572_r,5.88007E+17,239.5606052,52.17184726,1345,41,5,562,1142.10913,317.138367,GALAXY,18.338867,17.130716,16.548805,16.200367,15.920286,18.68952,17.358934,16.832163,16.506306,16.255581
1237651252049281152_r,5.88007E+17,240.4275334,51.79863145,1345,41,5,567,106.440941,1646.7417,GALAXY,17.79274,16.561407,16.077677,15.757772,15.59645,17.703827,16.464506,16.059938,15.751648,15.739598
1237651252050198549_r,5.88007E+17,242.5053273,50.15968852,1345,41,5,581,100.994652,869.456543,GALAXY,19.017149,17.29764,16.440392,15.99157,15.678439,18.985695,17.552406,16.768467,16.31806,16.054132
1237651252050657464_r,5.88007E+17,243.6876514,49.39889563,1345,41,5,588,328.668396,1791.82275,GALAXY,17.814663,16.604345,16.073669,15.755846,15.594882,18.012396,16.576643,16.10466,15.830338,15.78198
1237651252053409863_r,5.88007E+17,249.2252452,44.32215013,1345,41,5,630,711.113098,1259.62646,GALAXY,17.436213,16.578783,16.196583,15.990872,15.836611,17.909893,16.72596,16.366911,16.240431,16.094297
1237651252060553657_r,5.8773E+17,259.9925559,30.39018337,2335,40,5,114,965.839478,261.64035,GALAXY,18.64093,17.430466,16.928616,16.565695,16.405069,18.446695,17.376074,16.937609,16.585363,16.461376
1237651252552794371_r,5.87726E+17,116.1841878,40.04231331,1402,40,2,56,591.233704,860.970642,GALAXY,18.595289,17.173372,16.469311,16.051359,15.768353,18.555508,17.180914,16.505068,16.118534,15.890739
1237651252558168227_r,5.87726E+17,126.4730319,49.96157531,1450,40,1,47,373.812042,571.117737,GALAXY,18.305122,17.039183,16.576559,16.223179,16.101006,18.307091,17.018272,16.61455,16.277422,16.208805
1237651252559085699_r,5.87726E+17,128.5918271,51.62315532,1450,40,1,61,720.160217,554.898804,GALAXY,17.862869,16.826929,16.297445,15.973321,15.747596,17.743694,16.732349,16.246464,15.954696,15.829767
1237651252566491248_r,5.88007E+17,152.908697,62.39456302,1345,41,6,267,483.072632,285.572815,GALAXY,18.869867,17.532743,16.771418,16.337023,16.075737,18.49614,17.306335,16.671993,16.299438,16.042702
1237651252583792768_r,5.88007E+17,234.3988891,55.8321799,1345,41,6,531,279.106232,102.883789,GALAXY,18.371435,16.960238,16.276081,15.905458,15.6957,18.43218,17.001156,16.333649,16.00478,15.894594
1237651252584120436_r,5.88007E+17,235.3860907,55.35580983,1345,41,6,536,131.52597,497.192902,GALAXY,17.684851,16.590193,16.227133,15.985563,15.85371,17.695526,16.582357,16.263397,16.062201,15.976036
1237651252586283133_r,5.87726E+17,241.2653792,51.85012832,1412,40,1,376,69.48658,1246.26038,GALAXY,18.142744,16.857487,16.133335,15.751699,15.505845,18.101202,16.848425,16.151339,15.796506,15.636382
1237651252589232440_r,5.87729E+17,247.7854403,46.49850967,2207,40,2,46,1240.24878,768.407898,GALAXY,18.908045,17.573133,16.836143,16.424837,16.142027,18.901194,17.404276,16.769331,16.401628,16.15144
1237651271356186746_r,5.87726E+17,147.3507833,61.0851619,1350,40,1,255,130.163147,1762.76819,GALAXY,18.420286,17.200584,16.55625,16.171757,15.941151,18.303947,17.126406,16.531532,16.229458,15.929631
1237651271892336727_r,5.87726E+17,144.3636595,60.32700993,1412,40,1,43,1175.88843,2002.98828,GALAXY,18.403803,17.042528,16.372828,16.012875,15.815495,18.259224,17.006271,16.404818,16.112005,16.037622
1237651272432549975_r,5.87726E+17,157.9810177,64.73485012,1350,40,3,295,244.433472,1166.33765,GALAXY,18.920177,17.68845,16.925848,16.48665,16.125975,18.781082,17.629784,16.894634,16.555813,16.190268
1237651272433008763_r,5.87726E+17,160.5395499,65.10153659,1350,40,3,302,1087.29346,263.293091,GALAXY,19.108887,17.741425,16.905645,16.48848,16.176739,18.814547,17.748819,16.950361,16.562145,16.33806
1237651272435433663_r,5.87726E+17,173.5452584,66.851415,1350,40,3,339,1296.49219,1748.64453,GALAXY,18.595152,17.126974,16.261644,15.83585,15.485393,18.541346,17.3773,16.61232,16.212614,15.911201
1237651272439365767_r,5.87726E+17,196.422686,66.68446318,1350,40,3,399,1220.92798,235.654984,GALAXY,18.533678,17.152769,16.384146,15.99419,15.677434,18.262556,17.018578,16.338745,15.988613,15.719345
1237651272953758142_r,5.87726E+17,114.5125021,39.27098966,1350,40,4,56,1126.26599,1796.69495,GALAXY,20.080912,17.913862,16.798012,16.299747,15.874803,20.177134,17.904737,16.767988,16.300749,15.883348
1237651272955920758_r,5.87726E+17,117.921692,43.53204939,1350,40,4,89,1381.15833,1468.73096,GALAXY,18.42181,17.291807,16.886591,16.630123,16.478251,18.547783,17.32972,16.879213,16.711494,16.784128
1237651272966406282_r,5.87726E+17,144.524594,61.52772049,1350,40,4,249,603.947754,769.728333,GALAXY,18.80073,17.387417,16.582544,16.164244,15.870353,18.773918,17.530228,16.849321,16.473455,16.178585
