name,objID,ra,dec,run,rerun,camcol,field,rowC,colC,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1237652942629372143_r,5.87727E+17,338.6847958,12.97156242,1739,40,2,164,292.058563,977.539551,GALAXY,18.589218,17.321207,16.639307,16.273638,16.050734,18.621174,17.297962,16.675123,16.322811,16.180061
1237652942632190244_r,5.87731E+17,345.3351489,13.52888327,2566,40,2,213,988.494812,1990.64258,GALAXY,19.706007,17.689268,16.755831,16.258757,15.877265,20.069452,18.214157,17.368633,16.957235,16.644007
1237652942634877151_r,5.87727E+17,351.6949617,14.10731946,1739,40,2,248,1407.16382,1192.28821,GALAXY,18.148602,16.946379,16.414906,16.038315,15.877775,18.200594,16.970228,16.482231,16.113901,16.119587
1237652942638416052_r,5.87727E+17,359.9783421,14.50211631,1739,40,2,302,965.900391,1771.90259,GALAXY,18.741373,17.393974,16.752302,16.349497,16.091633,18.597103,17.279869,16.681421,16.312956,16.134897
1237652942639530129_r,5.87727E+17,2.57047425,14.39684396,1739,40,2,319,629.501587,431.21759,GALAXY,19.692278,17.96323,16.974211,16.516699,16.11404,19.117939,17.792303,16.925858,16.535244,16.340544
1237652943162310986_r,5.87727E+17,329.5551246,12.17578598,1739,40,3,104,705.679077,743.240906,GALAXY,18.909199,17.479893,16.542477,16.053648,15.692063,18.433508,17.431259,16.538746,16.106001,15.85318
1237652943168274713_r,5.87727E+17,343.4567907,13.98629629,1739,40,3,195,1023.0968,1910.06055,GALAXY,18.781771,17.18816,16.443058,16.036297,15.768023,18.731411,17.130466,16.45089,16.080603,15.938512
1237652943172337845_r,5.87727E+17,353.0250549,14.65884801,1739,40,3,257,1136.91162,1721.7738,GALAXY,18.393803,16.815523,16.237761,15.941379,15.827894,18.257318,16.752575,16.215271,15.957921,16.051563
1237652943698002044_r,5.87727E+17,326.7331097,12.16364412,1739,40,4,86,411.945618,711.261963,GALAXY,19.610943,17.723082,16.881386,16.435747,16.147537,21.694857,17.679655,16.921516,16.509422,16.416592
1237652943703441744_r,5.87727E+17,339.3839103,13.84475199,1739,40,4,169,530.104004,535.462585,GALAXY,18.661884,17.257156,16.615311,16.232306,16.025192,18.429913,17.208813,16.640257,16.259207,16.168322
1237652943703900434_r,5.87727E+17,340.421627,14.0213854,1739,40,4,176,279.61203,1126.6936,GALAXY,18.177769,17.065332,16.560322,16.193069,16.031,18.113203,17.007923,16.565746,16.246161,16.149157
1237652943705735467_r,5.87727E+17,344.8310235,14.49007785,1739,40,4,204,1253.26404,1539.29163,GALAXY,18.043474,16.935575,16.542667,16.345795,16.366484,17.736818,16.957323,16.591932,16.429232,16.771484
1237652943705932286_r,5.87727E+17,345.300913,14.53757321,1739,40,4,207,1327.69336,1604.51453,GALAXY,19.292475,17.873178,17.152596,16.762598,16.487022,18.967979,17.720839,17.142748,16.739414,16.509743
1237652943708160188_r,5.87727E+17,350.4777186,14.95554385,1739,40,4,241,723.308655,1927.10901,GALAXY,19.070736,17.456173,16.603001,16.186649,15.98665,19.126377,17.797777,17.001579,16.664213,16.596439
1237652943710650680_r,5.87727E+17,356.3322481,15.24320072,1739,40,4,279,457.7948,1865.62634,GALAXY,18.78241,17.327173,16.511637,16.124796,15.806335,18.773046,17.369284,16.577896,16.212175,15.908017
1237652944240443849_r,5.87727E+17,339.6499411,14.29850847,1739,40,5,171,598.934631,560.116577,GALAXY,19.168804,17.738308,17.097452,16.722008,16.4839,19.171333,17.759941,17.154184,16.809046,16.567421
1237652944240574746_r,5.87727E+17,339.9446873,14.38614504,1739,40,5,173,544.98999,1065.84888,GALAXY,18.195459,17.134447,16.657862,16.302532,16.188604,18.603006,17.497955,17.004435,16.74052,16.712704
1237652944244113724_r,5.87727E+17,348.292417,15.14219744,1739,40,5,227,756.256775,1142.99768,GALAXY,18.42383,16.962738,16.419279,16.128748,15.91988,18.375854,16.990273,16.476427,16.243601,16.05883
1237652944245555460_r,5.87727E+17,351.7484533,15.44609794,1739,40,5,249,1239.87695,1871.12976,GALAXY,18.505367,17.169668,16.471899,16.052999,15.805922,18.695425,17.38843,16.784109,16.409079,16.225874
1237652944245620933_r,5.87727E+17,351.784982,15.43051441,1739,40,5,250,190.053314,1710.87024,GALAXY,18.8395,17.40476,16.773001,16.373276,16.13261,18.451,17.236412,16.674784,16.331053,16.250986
1237652946385043561_r,5.87727E+17,16.00175875,-10.81699942,1740,40,1,127,897.533508,556.195801,GALAXY,18.571463,17.092192,16.315554,15.894703,15.607384,18.317614,16.960794,16.290201,15.931629,15.638085
1237652946916540548_r,5.87727E+17,3.50620294,-10.59954024,1740,40,2,45,925.450928,321.592285,GALAXY,19.468979,17.460051,16.427732,15.990875,15.572284,19.559502,17.273102,16.333771,15.898829,15.443364
1237652946916606110_r,5.87727E+17,3.65161884,-10.50829633,1740,40,2,46,860.068237,1156.45349,GALAXY,19.108906,17.805059,17.080664,16.649498,16.344954,19.096472,17.848745,17.137358,16.698175,16.306915
1237652946920669222_r,5.87727E+17,13.0165072,-10.45740727,1740,40,2,108,189.334381,772.755249,GALAXY,18.663343,17.313534,16.821983,16.533009,16.361647,18.874752,17.778711,17.336027,17.126722,17.048651
1237652946921193636_r,5.87727E+17,14.33874659,-10.47419345,1740,40,2,116,1113.72339,310.76059,GALAXY,18.853518,17.743643,17.075151,16.664827,16.382221,18.41328,17.602678,16.972767,16.613928,16.389019
1237652947456426037_r,5.87727E+17,10.43011332,-10.13894804,1740,40,3,91,256.755524,324.073334,GALAXY,17.861029,16.74497,16.253992,15.867914,15.664575,17.889103,16.870171,16.425549,16.079865,15.948634
1237652947459440733_r,5.87727E+17,17.4377425,-9.79561444,1740,40,3,137,451.144257,1751.73096,GALAXY,18.937901,17.496666,16.647028,16.208456,15.882152,18.85084,17.352543,16.605196,16.191406,15.933825
1237652947988250743_r,5.87727E+17,358.7670777,-9.6510118,1740,40,4,14,606.389954,817.303406,GALAXY,17.969191,16.719809,16.146849,15.829419,15.660336,17.830011,16.614962,16.117737,15.859759,15.788254
1237652947988250783_r,5.87727E+17,358.8403812,-9.60657288,1740,40,4,14,1255.45215,1233.64819,GALAXY,18.041,16.858294,16.325735,16.005249,15.888012,18.265366,17.172318,16.71767,16.429949,16.595339
1237652947989954668_r,5.87727E+17,2.750656,-9.6245137,1740,40,4,40,916.616821,1516.52209,GALAXY,18.239681,16.889442,16.281017,15.932793,15.758526,18.03624,16.804684,16.273146,15.934653,15.995753
1237652947992117394_r,5.87727E+17,7.79694151,-9.70193532,1740,40,4,73,1226.73279,774.401794,GALAXY,18.799446,17.396597,16.475121,16.03577,15.753827,18.914162,17.923944,17.093185,16.713097,16.685087
1237652947992248435_r,5.87727E+17,8.12057109,-9.57721556,1740,40,4,75,1414.65588,1882.02869,GALAXY,19.370708,17.758949,16.600988,16.111294,15.827087,19.057289,17.730635,16.813013,16.419436,16.334246
1237652947997229159_r,5.87727E+17,19.62095858,-9.35678555,1740,40,4,151,1111.81213,1126.38391,GALAXY,18.223213,17.289715,16.928434,16.623068,16.442265,18.138273,17.19989,16.878605,16.61854,16.48254
1237652947997556875_r,5.87727E+17,20.36939551,-9.32588257,1740,40,4,156,1025.8064,1105.44519,GALAXY,19.980383,17.973816,17.029964,16.556282,16.230368,19.093079,18.099571,17.329525,16.939877,16.662817
1237652948525252761_r,5.87727E+17,359.1160705,-9.3054754,1740,40,5,16,954.658325,201.375443,GALAXY,18.492685,17.171339,16.545818,16.161499,15.895387,18.143148,16.982258,16.465721,16.159945,16.06382
1237652948529709125_r,5.87727E+17,9.39033477,-9.21897117,1740,40,5,84,589.858826,1194.56628,GALAXY,18.548988,17.142126,16.531881,16.160597,15.90339,18.3797,17.135431,16.587427,16.237307,16.003553
1237652948530888797_r,5.87727E+17,12.08147356,-9.22003564,1740,40,5,102,237.503983,765.344788,GALAXY,18.75906,17.444979,16.752304,16.359833,16.105064,18.478556,17.394777,16.790781,16.415474,16.182972
1237652948531216493_r,5.87727E+17,12.93443046,-9.25109713,1740,40,5,107,1078.12939,309.282867,GALAXY,18.516577,17.319622,16.677763,16.298666,16.030273,18.241634,17.365353,16.73703,16.368113,16.137924
1237652948533575747_r,5.87727E+17,18.35952773,-9.00995447,1740,40,5,143,821.493347,937.476013,GALAXY,18.864813,17.649315,16.964931,16.591557,16.313646,18.985535,17.91765,17.298229,16.956812,16.770145
1237652949063041149_r,5.87727E+17,1.22512273,-8.89464802,1740,40,6,30,777.140625,394.438477,GALAXY,18.268019,17.042158,16.39325,15.992088,15.743827,17.895847,17.052038,16.417994,16.036224,15.860897
1237652949068087416_r,5.87727E+17,12.81989793,-8.69423952,1740,40,6,107,170.04422,1576.74731,GALAXY,18.485008,17.378759,16.644058,16.228209,15.974586,18.900461,17.690075,17.026957,16.6828,16.457975
1237652949070643327_r,5.87727E+17,18.73459307,-8.64615331,1740,40,6,146,239.77948,287.051544,GALAXY,18.315142,16.855017,16.312517,16.002106,15.953944,19.406513,18.031378,17.465105,17.150536,16.979408
1237653437082370147_r,5.87727E+17,348.3041187,-9.74679651,1659,40,3,287,889.065369,540.552185,GALAXY,18.352772,17.28203,16.828058,16.496622,16.276285,18.193174,17.193487,16.824997,16.502697,16.386124
1237653440840466561_r,5.87728E+17,357.7402282,-10.55044611,1891,40,2,85,473.290955,87.886803,GALAXY,18.505981,17.269716,16.653711,16.326843,16.183184,18.349558,17.290134,16.736837,16.446037,16.384924
1237653471443353726_r,5.87724E+17,42.03257414,-8.16268769,1045,40,3,53,676.54425,593.745605,GALAXY,18.468012,17.251978,16.489136,16.031792,15.810122,18.528263,17.541576,16.893902,16.508068,16.468647
1237653501507010652_r,5.87724E+17,38.40127349,-8.43962406,1045,40,3,29,589.246094,1359.74365,GALAXY,19.020824,17.524317,16.71299,16.301624,15.989597,18.845873,17.373138,16.702169,16.389809,16.198906
1237653586333860148_r,5.87729E+17,121.978162,39.10668401,2131,40,5,121,772.112244,1748.81177,GALAXY,18.799822,17.274029,16.496647,16.064674,15.801156,18.941216,17.28952,16.486906,16.05768,15.833216
1237653587403866580_r,5.87728E+17,114.8730083,32.72402201,1889,40,3,50,1088.72693,1763.00317,GALAXY,18.095448,16.77849,16.171495,15.854589,15.687179,17.910946,16.728815,16.188116,15.891929,15.834382
1237653587405177126_r,5.87728E+17,116.8086754,35.12306261,1889,40,3,70,112.411957,1856.23584,GALAXY,19.181643,17.302399,16.460226,16.016846,15.760997,18.976295,17.509644,16.801262,16.419748,16.315704
1237653587406422334_r,5.87728E+17,118.9876543,37.44506534,1889,40,3,89,704.875732,977.012939,GALAXY,19.047758,17.510416,16.662638,16.261175,15.961746,19.049683,17.506763,16.703188,16.30488,16.050596
1237653587408322829_r,5.87728E+17,122.4480442,40.87390874,1889,40,3,118,803.165039,223.316681,GALAXY,18.868525,17.430992,16.754143,16.370317,16.18614,18.64595,17.313345,16.737263,16.399261,16.385157
1237653587942768998_r,5.87728E+17,117.7327336,36.7060419,1889,40,4,81,838.698669,674.21228,GALAXY,18.848703,17.350962,16.523335,16.084007,15.769826,18.416937,17.260695,16.50761,16.136631,15.938952
1237653587944472893_r,5.87728E+17,120.7524833,39.86906946,1889,40,4,107,1375.86658,158.038116,GALAXY,18.699127,17.126431,16.371325,15.971028,15.697316,18.714607,17.153095,16.413443,16.027721,15.79978
1237653587946897650_r,5.87729E+17,125.3514188,44.16681184,2075,40,4,52,565.140198,170.357864,GALAXY,18.316185,17.098915,16.467779,16.064756,15.831785,18.280426,17.058346,16.459774,16.068653,15.896231
1237653587947618520_r,5.87729E+17,126.75316,45.5317569,2075,40,4,63,895.868225,1371.79895,GALAXY,18.146645,16.899426,16.136044,15.710647,15.40832,18.469179,17.153545,16.414349,15.994091,15.806811
1237653588479836457_r,5.87728E+17,117.4823166,37.35320391,1889,40,5,84,528.907166,1724.7229,GALAXY,18.428074,17.200687,16.772177,16.464762,16.346088,18.371986,17.21265,16.83424,16.541265,16.519464
1237653588484161687_r,5.87729E+17,125.6569827,45.0801112,2075,40,5,57,1383.32166,200.50502,GALAXY,18.082581,16.920753,16.503532,16.263622,16.13088,18.025982,16.896013,16.517853,16.302128,16.274216
1237653589017231639_r,5.88007E+17,118.0631956,38.49818163,1345,41,1,54,1155.88647,1922.01172,GALAXY,18.312338,16.967556,16.279364,15.912641,15.653587,18.488596,17.183605,16.641277,16.337778,16.074007
1237653589020967125_r,5.88007E+17,124.8895373,45.37126225,1345,41,1,111,1215.22595,1021.93469,GALAXY,18.120607,16.863577,16.335245,15.967893,15.774035,18.112005,16.890509,16.378525,16.064821,15.915944
1237653612110872733_r,5.88009E+17,140.0749229,52.587708,1895,41,1,217,856.368835,1921.70862,GALAXY,18.383631,16.957439,16.466164,16.1509,15.970894,18.302168,16.778366,16.388592,16.115967,15.928112
1237653612113035379_r,5.88009E+17,147.0529074,55.35581889,1895,41,1,250,883.8172,378.258911,GALAXY,18.338383,17.185137,16.708992,16.404772,16.235771,18.098743,17.089426,16.662424,16.452332,16.217491
1237653612648202378_r,5.88009E+17,141.1865509,53.48947001,1895,41,2,224,1180.02502,765.610718,GALAXY,18.918369,17.558773,16.879028,16.495554,16.212133,18.843975,17.463984,16.8304,16.454233,16.222195
1237653613186252895_r,5.88009E+17,144.3190325,55.36762004,1895,41,3,242,152.465973,775.575012,GALAXY,17.998402,16.920055,16.358765,16.015959,15.785541,18.226469,17.176842,16.625034,16.340553,16.188377
1237653613721092236_r,5.88009E+17,137.6856207,52.8428033,1895,41,4,211,392.060211,670.528381,GALAXY,18.528643,17.176132,16.637022,16.282555,16.147121,18.21574,17.039089,16.592409,16.321066,16.429317
1237653614256652545_r,5.88009E+17,133.5839888,51.29288118,1895,41,5,191,1186.55017,1866.47729,GALAXY,18.362469,16.881424,16.152769,15.759745,15.475821,18.029716,16.731041,16.111498,15.753744,15.573497
1237653614257504469_r,5.88009E+17,135.9959963,52.55764911,1895,41,5,204,1221.09631,1062.00049,GALAXY,18.566811,17.180464,16.547882,16.198402,15.977646,18.555901,17.242359,16.614824,16.348911,16.223585
1237653614258028761_r,5.88009E+17,137.5670354,53.29962743,1895,41,5,212,1250.01709,425.460297,GALAXY,18.222872,17.010614,16.582926,16.321325,16.167936,18.221338,16.998661,16.592648,16.39286,16.335657
1237653614258290825_r,5.88009E+17,138.0916309,53.73022081,1895,41,5,216,504.63089,1553.5564,GALAXY,17.84115,16.732115,16.144855,15.755483,15.526466,17.73774,16.721954,16.187315,15.868962,15.594839
1237653614258684093_r,5.88009E+17,139.3248677,54.30624717,1895,41,5,222,749.721741,1347.90381,GALAXY,18.526226,16.894743,16.083633,15.674378,15.39395,18.577583,17.174244,16.434786,16.107561,15.93551
1237653614260322499_r,5.88009E+17,144.7244218,56.57460311,1895,41,5,247,1349.08081,928.676086,GALAXY,18.20228,16.942133,16.21011,15.752839,15.49812,18.251328,17.123768,16.413506,16.006535,15.882589
1237653616933470390_r,5.88009E+17,157.8836667,58.81226409,1896,41,2,76,1276.99683,501.720673,GALAXY,18.204191,17.062803,16.607141,16.339884,16.189857,18.054089,17.014389,16.629053,16.40522,16.483992
1237653616934846636_r,5.88009E+17,163.5961625,60.03422013,1896,41,2,97,1330.56348,1211.60876,GALAXY,18.271021,16.92556,16.294224,15.885688,15.678617,18.30072,16.840725,16.211559,15.824458,15.672502
1237653616935895162_r,5.88009E+17,168.0264759,60.76629209,1896,41,2,113,517.462585,1775.04492,GALAXY,18.236902,16.92436,16.394035,16.066681,15.930243,18.24073,16.916647,16.459763,16.163836,16.272743
1237653618009505968_r,5.88009E+17,167.10129,61.51316333,1896,41,4,111,1132.1792,1770.60767,GALAXY,18.572847,17.266653,16.671219,16.327461,16.131495,18.582937,17.207132,16.667942,16.395689,16.312876
1237653651304808569_r,5.87724E+17,15.80369525,14.23416019,1043,40,2,104,231.967331,1120.24402,GALAXY,18.504749,17.40127,16.767036,16.35535,16.123648,18.548775,17.42182,16.802813,16.415207,16.312502
1237653651312410799_r,5.87724E+17,33.66072673,12.79052972,1043,40,2,220,704.812317,1794.87573,GALAXY,18.754528,17.325684,16.570454,16.12101,15.782751,18.758196,17.360769,16.636381,16.263605,15.980743
1237653651837616313_r,5.88291E+17,6.21767494,14.80116709,1904,42,3,191,196.927567,183.89212,GALAXY,18.615942,17.336681,16.588312,16.204157,15.931166,18.43969,17.395737,16.676464,16.338627,16.023071
1237653651846267063_r,5.87724E+17,26.70320951,13.77267069,1043,40,3,174,1145.60205,78.848366,GALAXY,18.59881,17.108032,16.290432,15.852888,15.557339,18.327995,17.063826,16.289507,15.935628,15.641062
1237653652378091627_r,5.87724E+17,14.87246347,15.07611608,1043,40,4,97,1221.1333,757.212158,GALAXY,18.242643,16.953899,16.328922,15.924634,15.68622,18.183498,16.96435,16.366175,15.996484,15.900295
1237653652911554750_r,5.88291E+17,6.75927071,15.76608823,1904,42,5,194,794.554749,1358.60571,GALAXY,18.521284,17.111469,16.357332,15.896547,15.613825,18.225779,16.937553,16.271502,15.844152,15.621789
1237653652919222375_r,5.87724E+17,24.88388649,14.91420108,1043,40,5,162,567.911194,1310.5354,GALAXY,19.372679,17.231468,16.268486,15.779593,15.452518,20.068476,17.392651,16.478064,15.971432,15.770343
1237653652920729755_r,5.87724E+17,28.37570818,14.57093753,1043,40,5,185,123.995193,1133.27441,GALAXY,18.969828,17.212015,16.20923,15.716874,15.346916,18.874205,17.195093,16.417707,15.993174,15.880335
1237653653447901332_r,5.88291E+17,5.58071907,16.10581404,1904,42,6,186,1360.55945,575.681702,GALAXY,18.502748,17.002285,16.252323,15.847402,15.595971,18.242252,16.916847,16.256697,15.908668,15.65902
1237653664184664187_r,5.87728E+17,148.9456142,1.60186536,1907,40,2,176,345.059326,1965.75781,GALAXY,18.978111,17.455164,16.560997,16.11779,15.788542,18.760933,17.339104,16.535391,16.156715,15.838301
1237653665256636688_r,5.87728E+17,144.9385969,2.27312184,1907,40,4,149,868.812805,1415.27502,GALAXY,18.536482,17.421953,17.084461,16.880959,16.894993,18.427156,17.367182,17.112242,17.04184,17.337351
1237653665787740273_r,5.87729E+17,131.7283535,2.24936915,2125,40,2,86,639.95697,934.64447,GALAXY,18.928404,17.435314,16.734015,16.311218,16.046251,18.921402,17.482157,16.816296,16.404671,16.167732
1237653665795342451_r,5.87728E+17,149.0945708,2.8571989,1907,40,5,177,631.305176,1895.24182,GALAXY,18.600496,17.167358,16.378031,15.947708,15.684119,18.250021,17.073242,16.344093,15.949985,15.800922
1237653665799012449_r,5.87728E+17,157.4316817,2.89096453,1992,40,5,51,86.632614,484.651001,GALAXY,18.865761,17.432631,16.77466,16.351021,16.152195,18.68479,17.394342,16.734028,16.374348,16.13023
1237654028715557061_r,5.87728E+17,166.0586299,1.34131017,1992,40,1,108,618.944275,310.913116,GALAXY,19.228563,17.745443,16.872623,16.429188,16.117285,19.018095,17.713968,16.926691,16.512869,16.262131
1237654029250855068_r,5.87728E+17,162.521581,1.79895669,1992,40,2,84,1209.93799,1149.40662,GALAXY,18.147032,16.788393,16.17219,15.800187,15.586821,18.121958,16.785643,16.21644,15.855643,15.725721
1237654029251444849_r,5.87728E+17,163.882551,1.82502491,1992,40,2,93,1328.95862,1186.41382,GALAXY,18.457445,17.145744,16.376497,15.981509,15.687504,18.884338,17.406775,16.676115,16.349087,16.135805
1237654029791723770_r,5.87728E+17,171.6228393,2.26957116,1992,40,3,145,920.482971,504.841827,GALAXY,18.303186,17.109928,16.48105,16.12232,15.964066,18.188246,17.066891,16.543367,16.248951,16.214518
1237654030324072581_r,5.87728E+17,161.219569,2.53148412,1992,40,4,76,388.321075,381.316406,GALAXY,19.057112,17.669565,16.912127,16.523304,16.2456,18.842026,17.597309,16.923857,16.547621,16.336082
1237654030327349467_r,5.87728E+17,168.7851775,2.72595656,1992,40,4,126,1057.505,1124.0575,GALAXY,18.297842,16.876209,16.252407,15.8806,15.638735,18.155245,16.790266,16.227419,15.912217,15.819707
1237654030864547958_r,5.87728E+17,169.5132985,3.11406517,1992,40,5,131,904.519165,758.762512,GALAXY,18.728323,17.194357,16.501926,16.128717,15.925418,18.5483,17.22551,16.574095,16.251633,16.078604
1237654030867103766_r,5.87728E+17,175.3107237,3.29393757,1992,40,5,170,460.871521,1894.16479,GALAXY,18.524702,16.84524,16.086918,15.702318,15.42017,18.486162,16.821201,16.131834,15.796358,15.585082
1237654031400894633_r,5.87728E+17,168.3126935,3.49204963,1992,40,6,123,939.406189,509.123535,GALAXY,18.208963,17.054167,16.633247,16.351068,16.243361,18.286392,16.96286,16.657471,16.384066,16.219675
1237654031403843732_r,5.87728E+17,175.0978825,3.61126267,1992,40,6,168,1273.96191,975.883911,GALAXY,18.180691,17.323149,16.998604,16.685282,16.660515,18.066257,17.237896,16.906889,16.658194,16.604038
1237654342252757134_r,5.87729E+17,206.50378,62.17504972,2134,40,1,47,723.830261,1168.10999,GALAXY,19.422581,17.714293,16.771559,16.337076,16.005722,19.040443,17.683575,16.922749,16.516354,16.269119
1237654342253412499_r,5.87729E+17,209.3255967,61.67590742,2134,40,1,56,1373.70593,1183.96667,GALAXY,17.966673,16.750721,16.208973,15.872756,15.641501,17.889561,16.746815,16.249853,15.967999,15.73782
1237654342253478025_r,5.87729E+17,209.6732854,61.57179284,2134,40,1,58,399.925049,871.541443,GALAXY,18.954132,17.605206,17.033882,16.698395,16.491787,19.052929,17.632351,17.055519,16.776266,16.567987
1237654381437911230_r,5.8801E+17,130.3081339,46.99221336,2074,41,2,80,150.286499,1452.2771,GALAXY,18.57354,17.270132,16.794147,16.419786,16.270554,18.721273,17.558048,17.213324,16.874935,16.841257
1237654381439484055_r,5.8801E+17,134.2709604,49.56972762,2074,41,2,104,999.181946,1134.20117,GALAXY,20.568211,18.226757,16.979895,16.446709,16.085413,19.908047,18.17585,17.177061,16.648447,16.439369
1237654381443023043_r,5.8801E+17,144.4035522,54.77387335,2074,41,2,158,1063.61145,1837.3335,GALAXY,17.730379,16.678699,16.333546,16.043242,15.937328,17.605379,16.516621,16.240515,15.971389,15.969114
1237654382515912836_r,5.8801E+17,140.9236204,54.09949655,2074,41,4,145,343.264832,283.271545,GALAXY,18.29335,16.979391,16.361374,15.951825,15.716239,18.395596,16.935297,16.334845,15.932901,15.808359
1237654382517092498_r,5.8801E+17,144.7424193,55.87013589,2074,41,4,163,1424.34021,1353.10071,GALAXY,18.22366,16.896818,16.297525,15.95612,15.771572,18.327105,16.724131,16.299959,15.955324,16.059689
1237654383049834666_r,5.8801E+17,132.1645112,50.09945992,2074,41,5,100,941.22699,1752.42651,GALAXY,18.103117,16.828037,16.335155,16.074783,15.927615,18.0375,16.735846,16.288969,16.105692,16.071711
1237654383051473191_r,5.8801E+17,136.6189449,52.63245512,2074,41,5,125,1096.45154,1185.00012,GALAXY,18.82074,17.068136,16.231699,15.823474,15.508231,18.427622,16.961262,16.317083,15.99743,15.794881
1237654383052783762_r,5.8801E+17,140.3987841,54.58468249,2074,41,5,145,894.56781,1654.73975,GALAXY,18.766804,17.374287,16.769505,16.407198,16.162016,18.808186,17.275742,16.76181,16.406532,16.175169
1237654383055929534_r,5.88009E+17,151.4263089,58.49513371,1896,41,5,55,1282.9259,163.425476,GALAXY,18.695677,17.20219,16.610537,16.329439,16.18292,24.508698,17.573498,16.983284,16.907766,17.197704
1237654383585525862_r,5.8801E+17,128.7835463,48.36317758,2074,41,6,82,163.504318,1520.75696,GALAXY,18.156755,16.945044,16.302492,15.913055,15.651287,17.940155,16.873751,16.302553,15.964565,15.78343
1237654383592538169_r,5.88009E+17,149.8971869,58.59250985,1896,41,6,51,890.417542,742.700989,GALAXY,18.201811,16.724674,16.034616,15.668356,15.388787,17.837727,16.565231,15.978135,15.624944,15.459549
1237654386268111058_r,5.87729E+17,126.1407182,44.31895508,2075,40,3,55,860.994019,962.374573,GALAXY,18.441128,16.87483,16.158623,15.785053,15.542001,18.390278,16.874966,16.195461,15.900484,15.670987
1237654391100408268_r,5.87729E+17,115.5914279,34.46310192,2076,40,4,62,1166.09021,270.425354,GALAXY,18.263165,16.843874,16.259415,15.926368,15.660028,18.01277,16.723921,16.227739,15.933803,15.837615
1237654391101718929_r,5.87729E+17,117.6534575,36.94671863,2076,40,4,82,1172.11084,494.184021,GALAXY,18.21192,16.833357,16.262068,15.94979,15.76918,18.025291,16.844419,16.262913,16.001308,16.209221
1237654391104536975_r,5.87729E+17,122.4997868,42.17961874,2076,40,4,125,1065.61755,1550.95068,GALAXY,19.413771,17.795128,17.02504,16.625517,16.347847,19.969858,17.756123,17.081177,16.766315,16.447968
1237654391644618951_r,5.88009E+17,128.7652631,47.93599207,1895,41,5,161,375.413025,889.024841,GALAXY,18.395876,17.050404,16.447903,16.095367,15.846335,18.157875,17.045938,16.457703,16.08061,15.868072
1237654398090281138_r,5.87729E+17,221.4677915,58.62477226,2134,40,1,102,194.974396,1787.80505,GALAXY,18.856245,17.259327,16.370441,15.946937,15.685632,18.60083,17.470152,16.767487,16.484259,16.471729
1237654398616469669_r,5.87729E+17,170.6745849,63.53523242,2078,40,2,60,1021.55078,910.358948,GALAXY,18.363865,17.227077,16.743258,16.459362,16.301737,18.190899,17.204042,16.779469,16.564739,16.481674
1237654398616535068_r,5.87729E+17,170.8331602,63.65417146,2078,40,2,61,526.628357,1821.31531,GALAXY,18.131172,16.76453,16.242737,15.9516,15.760638,18.102116,16.632139,16.19101,15.975753,15.915961
1237654398617059356_r,5.87729E+17,173.4869576,63.7987942,2078,40,2,69,364.07193,957.930603,GALAXY,17.94697,16.894621,16.423304,16.058628,15.878268,17.976439,16.851387,16.343349,16.022448,15.867878
1237654398617059478_r,5.87729E+17,173.4701167,63.78163737,2078,40,2,69,269.334229,816.78186,GALAXY,18.036312,16.881102,16.366846,16.04273,15.779112,18.15616,16.900141,16.361971,16.068123,15.810545
1237654398620401770_r,5.87729E+17,190.8492509,64.07547117,2078,40,2,120,135.127228,353.79715,GALAXY,18.676065,17.419245,16.760923,16.403727,16.124912,18.530287,17.379852,16.783438,16.432629,16.187975
1237654398624923692_r,5.87729E+17,212.9397414,61.41990321,2134,40,2,68,325.835052,1482.4115,GALAXY,18.351368,16.933212,16.200405,15.826871,15.59208,18.115097,16.852348,16.231033,15.869809,15.734816
1237654398626365647_r,5.87729E+17,219.0071978,59.89157768,2134,40,2,90,761.195862,1806.81628,GALAXY,18.518185,17.350214,16.748796,16.416492,16.22966,18.33676,17.309099,16.765856,16.447895,16.492098
1237654399153995961_r,5.87729E+17,173.6884181,64.30752171,2078,40,3,70,621.431335,1550.55994,GALAXY,19.386362,17.594332,16.585356,16.123487,15.737094,19.424742,17.824642,16.864704,16.420879,16.031506
1237654399690932395_r,5.87729E+17,173.9264624,64.79167273,2078,40,4,71,950.440857,1903.66687,GALAXY,19.355906,17.675488,16.848339,16.441761,16.114794,19.41008,17.789007,17.010969,16.672575,16.368185
1237654399698927751_r,5.87729E+17,214.7011651,61.83766001,2134,40,4,72,69.905258,593.131287,GALAXY,18.36133,16.831221,16.114279,15.700397,15.44419,18.361336,16.990694,16.369938,15.99191,15.83145
1237654399700435158_r,5.87729E+17,220.9616878,60.12189286,2134,40,4,95,459.502655,581.371948,GALAXY,18.09252,16.910669,16.370529,16.041111,15.785316,17.902935,16.80724,16.324871,16.027891,15.929692
1237654400227803276_r,5.87729E+17,173.7872456,65.09296141,2078,40,5,71,902.993469,880.09137,GALAXY,17.760904,16.57737,16.115139,15.875091,15.810438,17.675983,16.485823,16.092079,15.92292,16.16185
1237654400761856244_r,5.87725E+17,159.0375803,63.6834637,1332,40,6,60,552.807373,1585.7085,GALAXY,18.836664,17.469524,16.876236,16.521639,16.305922,18.440069,17.354204,16.851,16.52087,16.445162
